id,valor,pais,canal,tipo_cartao,horario,data,usuario_id,fraude
4391,231.01,BR,loja,debito,16:50,2025-02-26,USER_0832,0
4392,571.29,BR,web,credito,08:02,2025-04-16,USER_1218,0
4393,439.24,BR,web,debito,07:58,2025-03-20,USER_1217,0
4394,627.03,BR,app,debito,19:03,2025-04-21,USER_0951,0
4395,268.73,BR,web,credito,06:19,2025-04-02,USER_0190,0
4396,191.22,BR,app,credito,12:45,2025-03-07,USER_1796,0
4397,299.69,BR,app,credito,19:56,2025-04-18,USER_1935,0
4398,252.53,BR,app,debito,06:38,2025-03-11,USER_1147,0
4399,279.97,BR,app,debito,09:28,2025-03-18,USER_0668,0
4400,750.58,BR,loja,debito,12:11,2025-05-01,USER_0943,0
4401,307.78,BR,app,debito,21:15,2025-03-22,USER_0937,0
4402,445.34,BR,loja,credito,14:55,2025-04-09,USER_0434,0
4403,617.93,BR,loja,debito,20:45,2025-03-19,USER_0770,0
4404,106.64,BR,loja,debito,21:28,2025-04-17,USER_0658,0
4405,272.58,BR,loja,debito,09:27,2025-05-05,USER_1865,0
4406,238.4,BR,app,debito,21:18,2025-04-30,USER_0855,0
4407,415.91,BR,web,debito,10:38,2025-04-10,USER_1685,0
4408,36.3,BR,web,debito,20:56,2025-02-21,USER_1721,0
4409,558.8,BR,loja,credito,21:12,2025-03-22,USER_0249,0
4410,697.8,BR,app,credito,17:11,2025-04-02,USER_1807,0
4411,41.92,BR,app,credito,15:05,2025-03-07,USER_1167,0
4412,53.27,BR,app,debito,14:44,2025-03-09,USER_0942,0
4413,516.94,BR,app,credito,16:07,2025-03-09,USER_0404,0
4414,5390.87,US,app,pre-pago,2:08,2025-05-17,USER_1510,1
4415,564.78,BR,app,debito,17:42,2025-03-17,USER_0688,0
4416,356.25,BR,app,credito,8:55,2025-05-01,USER_0471,1
4417,469.9,BR,loja,credito,11:11,2025-03-23,USER_0184,0
4418,552.38,BR,app,debito,07:46,2025-04-22,USER_0751,0
4419,486.4,BR,app,debito,17:03,2025-04-28,USER_1177,0
4420,740.4,BR,web,credito,21:09,2025-03-16,USER_0813,1
4421,816.59,BR,loja,debito,14:17,2025-03-04,USER_1402,0
4422,602.0,BR,web,debito,20:07,2025-04-10,USER_1676,0
4423,478.58,BR,loja,debito,07:18,2025-03-24,USER_1283,0
4424,322.25,BR,web,debito,13:25,2025-03-31,USER_0281,0
4425,297.18,BR,loja,credito,21:04,2025-04-30,USER_0099,0
4426,614.63,BR,web,debito,17:23,2025-03-24,USER_0387,0
4427,287.63,BR,app,debito,08:17,2025-04-03,USER_0015,0
4428,569.49,FR,app,debito,18:00,2025-03-31,USER_1554,0
4429,466.02,BR,web,credito,13:37,2025-03-06,USER_0170,1
4430,532.03,BR,app,credito,12:15,2025-03-31,USER_1011,0
4431,445.62,BR,loja,debito,07:41,2025-04-26,USER_1707,0
4432,318.22,BR,app,credito,17:09,2025-02-22,USER_0604,0
4433,751.38,BR,app,debito,14:09,2025-03-28,USER_0488,0
4434,327.77,BR,app,debito,13:50,2025-04-29,USER_0897,0
4435,404.87,BR,loja,credito,07:23,2025-03-21,USER_1790,0
4436,168.41,BR,loja,credito,18:55,2025-03-24,USER_0166,0
4437,300.13,BR,loja,credito,17:39,2025-04-01,USER_1227,0
4438,284.96,BR,app,debito,17:18,2025-05-15,USER_1811,0
4439,191.72,BR,loja,credito,15:50,2025-03-15,USER_1543,0
4440,401.97,BR,web,credito,09:18,2025-03-24,USER_1950,0
4441,354.15,BR,web,credito,08:55,2025-03-20,USER_1413,0
4442,438.04,BR,app,credito,10:52,2025-05-11,USER_0746,0
4443,929.18,BR,app,debito,15:55,2025-03-12,USER_1282,0
4444,314.2,BR,loja,credito,19:11,2025-03-25,USER_0496,0
4445,594.78,BR,app,debito,09:58,2025-04-20,USER_1476,0
4446,279.51,BR,web,credito,16:01,2025-05-08,USER_1848,0
4447,281.29,BR,app,credito,13:49,2025-05-10,USER_0643,0
4448,313.66,BR,web,debito,21:01,2025-03-25,USER_0424,0
4449,148.59,BR,app,credito,16:20,2025-04-16,USER_0316,0
4450,421.83,BR,loja,debito,08:09,2025-03-20,USER_1116,0
4451,813.17,BR,loja,credito,12:56,2025-05-03,USER_0303,0
4452,334.82,BR,app,credito,16:00,2025-05-01,USER_1455,0
4453,364.14,BR,loja,debito,06:11,2025-04-10,USER_0581,0
4454,342.51,BR,app,credito,06:06,2025-04-03,USER_0286,0
4455,772.66,BR,loja,credito,06:29,2025-05-16,USER_0428,0
4456,506.66,BR,loja,credito,17:47,2025-04-24,USER_0170,0
4457,641.45,BR,loja,debito,08:22,2025-03-01,USER_0882,0
4458,453.77,BR,loja,credito,16:51,2025-03-15,USER_0052,0
4459,312.8,BR,app,credito,21:56,2025-05-04,USER_1102,0
4460,582.74,BR,app,debito,06:34,2025-02-27,USER_0623,0
4461,441.79,BR,app,credito,19:17,2025-03-01,USER_0695,0
4462,78.8,BR,loja,debito,13:25,2025-05-02,USER_1325,0
4463,368.53,BR,app,pre-pago,07:21,2025-04-23,USER_1641,0
4464,128.1,BR,app,credito,13:48,2025-05-16,USER_0779,0
4465,269.05,BR,loja,debito,21:03,2025-04-04,USER_1146,0
4466,578.3,CN,loja,credito,09:17,2025-04-05,USER_1986,0
4467,116.29,BR,web,credito,21:15,2025-02-24,USER_0557,0
4468,4150.88,CN,web,pre-pago,4:36,2025-04-04,USER_1107,1
4469,176.3,BR,loja,credito,15:33,2025-03-04,USER_0312,0
4470,773.18,BR,app,credito,11:59,2025-03-17,USER_1827,0
4471,312.06,BR,app,debito,10:43,2025-04-25,USER_1925,0
4472,6.45,BR,loja,credito,18:59,2025-04-23,USER_0214,0
4473,311.25,BR,web,credito,15:19,2025-04-21,USER_1808,0
4474,421.89,BR,loja,credito,16:41,2025-03-22,USER_0016,0
4475,16.98,BR,web,credito,21:55,2025-03-10,USER_1736,0
4476,585.65,BR,web,credito,13:42,2025-03-04,USER_1834,0
4477,405.8,BR,app,debito,12:34,2025-04-01,USER_1406,0
4478,215.22,BR,app,debito,20:32,2025-05-06,USER_1266,0
4479,575.44,BR,app,debito,09:49,2025-03-01,USER_1706,0
4480,255.18,BR,loja,credito,16:34,2025-03-29,USER_1249,0
4481,531.43,BR,web,credito,07:43,2025-03-23,USER_0503,0
4482,351.14,BR,app,debito,10:55,2025-05-14,USER_1598,0
4483,736.51,BR,app,credito,16:02,2025-02-26,USER_0002,0
4484,321.78,BR,app,credito,16:52,2025-04-07,USER_1218,0
4485,424.94,BR,web,debito,14:47,2025-04-19,USER_0878,0
4486,255.81,BR,app,debito,18:25,2025-02-20,USER_0943,0
4487,652.25,BR,app,credito,10:06,2025-05-06,USER_1873,0
4488,380.02,BR,loja,credito,12:11,2025-05-11,USER_1764,0
4489,383.85,BR,app,debito,09:36,2025-03-02,USER_0843,0
4490,366.02,BR,web,credito,10:46,2025-02-20,USER_1006,0
4491,522.55,BR,loja,debito,13:12,2025-03-06,USER_1284,0
4492,472.66,BR,loja,debito,12:27,2025-04-21,USER_1828,0
4493,69.21,CN,app,debito,19:53,2025-03-14,USER_1904,0
4494,583.63,BR,loja,debito,12:47,2025-05-01,USER_1563,0
4495,380.2,FR,app,debito,21:41,2025-03-14,USER_0065,0
4496,182.18,BR,loja,debito,19:02,2025-03-09,USER_1952,0
4497,113.88,BR,app,debito,13:00,2025-04-03,USER_1014,0
4498,368.88,BR,app,debito,19:58,2025-03-03,USER_1808,0
4499,525.26,BR,app,debito,17:13,2025-04-16,USER_0094,0
4500,373.1,BR,loja,credito,15:47,2025-04-20,USER_0894,0
4501,192.81,FR,loja,credito,10:14,2025-03-24,USER_0807,0
4502,214.66,BR,web,credito,17:56,2025-03-08,USER_0359,0
4503,655.08,BR,web,credito,06:12,2025-02-17,USER_0190,0
4504,423.76,BR,loja,credito,19:02,2025-02-17,USER_0831,0
4505,720.16,BR,app,pre-pago,18:29,2025-04-20,USER_0831,0
4506,483.9,BR,app,credito,18:51,2025-03-15,USER_1500,0
4507,817.77,BR,loja,debito,08:50,2025-05-09,USER_1643,0
4508,240.26,BR,app,debito,15:02,2025-04-26,USER_1075,0
4509,408.3,BR,app,debito,19:01,2025-05-17,USER_0488,0
4510,541.1,BR,app,credito,11:49,2025-05-15,USER_1606,0
4511,350.38,BR,app,debito,16:37,2025-03-22,USER_0974,0
4512,295.39,BR,app,debito,18:42,2025-02-18,USER_1404,0
4513,421.41,RU,app,credito,07:21,2025-04-04,USER_0990,0
4514,536.05,BR,loja,credito,13:04,2025-03-23,USER_1512,0
4515,581.43,BR,app,credito,15:38,2025-03-07,USER_1803,0
4516,395.01,BR,loja,credito,12:03,2025-03-16,USER_0121,0
4517,568.57,BR,loja,pre-pago,06:35,2025-03-10,USER_0347,0
4518,492.63,US,loja,credito,14:16,2025-05-02,USER_0485,0
4519,296.98,BR,app,debito,17:34,2025-05-11,USER_0983,0
4520,367.2,BR,loja,debito,20:21,2025-04-05,USER_1572,0
4521,526.23,FR,web,credito,18:55,2025-03-04,USER_0888,0
4522,726.52,BR,app,credito,07:23,2025-03-07,USER_1998,0
4523,482.66,BR,loja,credito,10:18,2025-03-22,USER_0962,0
4524,110.43,BR,loja,credito,12:05,2025-05-05,USER_0257,0
4525,245.56,BR,app,debito,13:21,2025-05-06,USER_0790,0
4526,596.47,BR,app,credito,17:59,2025-03-24,USER_0523,0
4527,241.92,BR,app,debito,19:18,2025-03-23,USER_1167,0
4528,323.28,BR,web,credito,5:34,2025-03-03,USER_1698,1
4529,219.82,BR,loja,debito,21:33,2025-04-21,USER_1394,0
4530,517.44,FR,loja,credito,08:04,2025-04-27,USER_1994,0
4531,743.36,BR,loja,credito,11:33,2025-03-17,USER_0544,0
4532,539.86,BR,loja,debito,06:46,2025-04-27,USER_0140,0
4533,272.83,FR,loja,credito,10:01,2025-02-24,USER_0634,0
4534,571.47,FR,app,credito,21:15,2025-03-14,USER_0644,0
4535,290.82,BR,loja,debito,20:38,2025-05-03,USER_1211,0
4536,692.59,BR,app,credito,21:10,2025-05-01,USER_0707,0
4537,363.13,BR,app,credito,14:51,2025-03-15,USER_0577,0
4538,579.6,BR,loja,debito,09:58,2025-03-23,USER_1566,0
4539,468.47,BR,loja,debito,11:56,2025-04-24,USER_1156,0
4540,582.68,BR,app,debito,19:13,2025-03-20,USER_0786,0
4541,502.39,BR,app,credito,10:06,2025-04-15,USER_1705,0
4542,254.93,BR,loja,credito,11:14,2025-02-18,USER_1746,0
4543,717.45,BR,app,credito,17:52,2025-03-17,USER_1580,0
4544,666.0,BR,loja,debito,12:32,2025-05-11,USER_1210,0
4545,193.65,BR,loja,debito,18:07,2025-04-29,USER_1245,0
4546,712.37,BR,loja,credito,09:35,2025-04-08,USER_1097,0
4547,92.86,BR,loja,credito,06:32,2025-05-14,USER_1624,0
4548,294.74,BR,app,credito,21:46,2025-02-21,USER_1200,0
4549,864.65,BR,loja,credito,08:01,2025-04-28,USER_1403,0
4550,473.1,BR,loja,credito,07:12,2025-04-09,USER_1305,0
4551,479.42,BR,app,credito,11:31,2025-04-07,USER_0316,0
4552,221.7,US,loja,debito,13:13,2025-03-10,USER_1249,0
4553,381.85,BR,app,debito,11:12,2025-04-18,USER_1594,0
4554,539.76,BR,web,credito,20:29,2025-02-21,USER_1396,0
4555,113.26,BR,app,credito,06:09,2025-04-04,USER_1894,0
4556,627.23,BR,app,credito,10:19,2025-04-12,USER_0215,0
4557,756.49,BR,app,debito,17:20,2025-03-10,USER_0375,0
4558,93.74,BR,loja,credito,11:26,2025-04-06,USER_1219,0
4559,108.35,BR,app,debito,08:36,2025-03-08,USER_0366,0
4560,44.67,BR,loja,credito,14:02,2025-04-03,USER_1846,0
4561,578.52,BR,app,credito,18:32,2025-03-21,USER_1669,0
4562,562.78,BR,loja,debito,17:50,2025-03-08,USER_1434,0
4563,87.59,BR,app,credito,20:16,2025-04-10,USER_1748,0
4564,395.76,BR,loja,debito,15:14,2025-04-17,USER_1690,0
4565,343.63,BR,loja,debito,13:35,2025-05-05,USER_1198,0
4566,412.68,BR,loja,debito,14:49,2025-05-04,USER_0601,0
4567,254.96,NG,app,debito,07:02,2025-04-16,USER_0194,0
4568,848.42,BR,loja,credito,13:42,2025-04-12,USER_1957,0
4569,159.55,BR,web,debito,06:47,2025-03-23,USER_0183,0
4570,560.06,BR,web,debito,15:14,2025-04-01,USER_1575,0
4571,561.73,BR,loja,debito,07:08,2025-03-26,USER_0748,0
4572,216.77,BR,app,debito,06:55,2025-04-18,USER_1515,0
4573,429.91,BR,loja,debito,15:06,2025-04-04,USER_0134,0
4574,254.43,BR,loja,credito,11:00,2025-03-29,USER_0571,0
4575,547.94,BR,app,credito,10:56,2025-05-02,USER_0104,0
4576,277.66,BR,app,pre-pago,21:23,2025-05-08,USER_0612,0
4577,72.96,BR,web,debito,06:49,2025-03-21,USER_0587,0
4578,588.87,BR,app,debito,07:01,2025-05-05,USER_0649,0
4579,608.96,BR,app,debito,12:10,2025-03-15,USER_1494,0
4580,618.86,US,app,credito,13:37,2025-03-11,USER_0655,0
4581,468.94,BR,loja,debito,21:28,2025-04-27,USER_0428,0
4582,619.29,BR,web,debito,13:02,2025-05-11,USER_0270,0
4583,315.59,BR,app,debito,18:36,2025-04-22,USER_0585,0
4584,499.54,BR,app,credito,16:02,2025-02-21,USER_1294,0
4585,372.44,BR,web,credito,06:10,2025-04-01,USER_0669,0
4586,260.72,BR,loja,credito,18:27,2025-03-26,USER_0674,0
4587,462.06,BR,app,credito,08:13,2025-02-22,USER_1422,0
4588,611.27,BR,app,debito,10:22,2025-04-22,USER_1270,0
4589,285.7,BR,app,debito,07:02,2025-05-06,USER_1457,0
4590,353.3,BR,app,debito,18:00,2025-04-18,USER_0280,0
4591,1.0,BR,loja,credito,07:18,2025-03-15,USER_0996,0
4592,46.31,BR,app,credito,07:54,2025-03-01,USER_1401,0
4593,311.15,BR,app,debito,13:55,2025-05-03,USER_0721,0
4594,229.76,BR,loja,debito,13:07,2025-04-16,USER_0306,0
4595,638.79,BR,loja,debito,19:59,2025-04-02,USER_0284,0
4596,557.88,BR,loja,credito,16:59,2025-03-02,USER_0363,0
4597,444.21,BR,app,credito,13:04,2025-04-13,USER_1093,0
4598,587.17,BR,app,credito,14:48,2025-04-04,USER_1434,0
4599,568.05,BR,loja,debito,14:56,2025-03-05,USER_0561,0
4600,358.08,BR,loja,credito,21:10,2025-04-02,USER_0003,0
4601,24.81,BR,loja,debito,19:25,2025-05-16,USER_1035,0
4602,354.3,RU,loja,debito,09:14,2025-03-26,USER_0237,0
4603,289.26,BR,web,debito,20:32,2025-03-27,USER_0029,0
4604,548.61,BR,loja,credito,06:45,2025-04-06,USER_0015,0
4605,179.71,FR,loja,credito,21:01,2025-03-28,USER_1247,0
4606,312.74,BR,app,debito,20:05,2025-03-25,USER_1876,0
4607,260.93,BR,loja,debito,19:17,2025-02-23,USER_1023,0
4608,389.88,BR,app,pre-pago,19:01,2025-04-17,USER_0068,0
4609,342.01,BR,app,credito,11:52,2025-02-24,USER_0447,0
4610,305.25,BR,app,debito,14:54,2025-03-26,USER_0494,0
4611,28.17,BR,web,credito,17:18,2025-03-23,USER_1284,0
4612,151.85,BR,loja,credito,14:41,2025-03-17,USER_0549,0
4613,141.99,BR,loja,pre-pago,16:37,2025-03-10,USER_0390,0
4614,33.54,BR,web,debito,10:17,2025-03-11,USER_0235,0
4615,540.78,BR,loja,debito,15:58,2025-05-10,USER_0800,0
4616,278.65,BR,app,debito,10:33,2025-05-16,USER_0876,0
4617,650.66,BR,app,credito,6:56,2025-02-17,USER_0090,1
4618,636.72,BR,app,credito,19:39,2025-04-13,USER_0868,0
4619,311.37,BR,app,credito,11:09,2025-04-27,USER_1725,0
4620,438.28,BR,loja,debito,14:02,2025-03-26,USER_1908,0
4621,853.08,BR,loja,debito,12:45,2025-04-12,USER_1740,0
4622,436.71,BR,web,debito,14:49,2025-02-21,USER_1825,1
4623,538.65,BR,web,debito,12:55,2025-04-17,USER_1521,0
4624,598.32,US,app,credito,21:00,2025-04-19,USER_0567,0
4625,666.35,US,app,debito,18:00,2025-02-22,USER_0454,0
4626,742.05,NG,app,credito,14:07,2025-04-13,USER_0243,0
4627,913.67,BR,app,debito,7:05,2025-03-12,USER_1071,1
4628,756.23,BR,loja,debito,12:57,2025-03-02,USER_0409,0
4629,336.78,BR,loja,credito,13:20,2025-03-18,USER_1620,0
4630,609.31,BR,app,debito,07:26,2025-04-02,USER_1935,0
4631,436.07,BR,loja,debito,09:05,2025-03-29,USER_1120,0
4632,372.0,BR,loja,credito,11:00,2025-02-20,USER_0518,0
4633,234.9,BR,web,debito,15:30,2025-04-25,USER_1348,0
4634,474.26,BR,app,debito,07:48,2025-05-13,USER_0731,0
4635,534.64,BR,web,debito,19:23,2025-03-23,USER_1994,0
4636,602.05,BR,web,debito,06:14,2025-05-15,USER_0263,0
4637,454.83,BR,loja,debito,16:15,2025-04-25,USER_0931,0
4638,633.4,BR,loja,credito,20:37,2025-03-04,USER_0469,0
4639,893.1,BR,loja,credito,19:14,2025-04-14,USER_0692,0
4640,77.5,BR,loja,debito,18:39,2025-04-21,USER_0493,0
4641,491.48,BR,loja,credito,16:13,2025-03-23,USER_1062,0
4642,540.86,BR,loja,credito,21:17,2025-03-31,USER_1647,0
4643,642.67,BR,loja,credito,21:52,2025-02-28,USER_1080,0
4644,413.87,BR,app,debito,18:59,2025-04-23,USER_0148,0
4645,169.69,BR,app,pre-pago,20:45,2025-04-27,USER_1414,0
4646,289.28,BR,web,debito,09:53,2025-04-24,USER_0407,0
4647,273.95,BR,app,credito,08:33,2025-04-06,USER_1896,0
4648,35.82,BR,loja,debito,11:56,2025-03-03,USER_0428,0
4649,262.13,BR,app,debito,16:29,2025-04-21,USER_1245,0
4650,192.39,BR,loja,debito,10:26,2025-04-07,USER_0436,0
4651,296.98,BR,web,debito,07:27,2025-03-21,USER_0354,0
4652,307.6,BR,web,debito,12:49,2025-03-31,USER_0261,0
4653,75.4,BR,app,credito,20:37,2025-03-28,USER_1400,0
4654,465.04,BR,loja,debito,11:01,2025-02-26,USER_1673,0
4655,130.76,BR,loja,credito,17:46,2025-04-25,USER_0134,0
4656,298.07,BR,app,credito,15:32,2025-03-08,USER_1286,0
4657,174.98,BR,web,debito,16:59,2025-04-08,USER_0024,0
4658,516.93,BR,loja,debito,11:31,2025-05-09,USER_1394,0
4659,396.48,BR,app,credito,12:21,2025-05-11,USER_0443,0
4660,564.51,BR,loja,debito,15:16,2025-04-29,USER_1813,0
4661,300.81,BR,app,debito,15:50,2025-02-18,USER_0875,0
4662,636.44,BR,app,credito,20:06,2025-02-23,USER_0227,0
4663,480.9,NG,loja,credito,15:55,2025-02-22,USER_0538,0
4664,168.22,BR,loja,credito,10:10,2025-02-27,USER_1712,0
4665,538.01,BR,loja,credito,15:01,2025-05-12,USER_0685,0
4666,534.03,BR,loja,credito,18:12,2025-05-11,USER_0553,0
4667,443.95,US,loja,debito,10:55,2025-04-12,USER_1658,0
4668,566.83,BR,web,credito,15:37,2025-03-11,USER_1451,0
4669,600.91,BR,app,debito,11:41,2025-04-09,USER_0078,0
4670,620.8,BR,loja,credito,19:49,2025-05-17,USER_1269,0
4671,567.96,BR,loja,debito,21:59,2025-02-20,USER_0462,0
4672,405.26,BR,loja,debito,10:38,2025-03-09,USER_0713,0
4673,409.38,BR,app,credito,12:42,2025-04-13,USER_1281,0
4674,480.0,US,web,credito,20:09,2025-04-07,USER_0277,0
4675,369.72,BR,app,debito,09:53,2025-04-13,USER_0706,0
4676,138.04,BR,web,credito,20:57,2025-04-28,USER_1893,0
4677,448.08,BR,loja,credito,16:11,2025-03-20,USER_1976,0
4678,471.43,BR,loja,debito,20:24,2025-05-04,USER_0824,0
4679,313.07,BR,loja,credito,11:09,2025-02-25,USER_1822,0
4680,616.12,CN,web,debito,7:27,2025-03-23,USER_1389,1
4681,301.21,BR,app,debito,19:06,2025-03-18,USER_0999,0
4682,384.92,BR,loja,debito,16:38,2025-03-23,USER_0429,0
4683,247.17,BR,web,debito,06:03,2025-02-18,USER_0831,0
4684,716.9,BR,app,credito,19:01,2025-03-05,USER_0667,0
4685,83.12,BR,loja,debito,16:19,2025-05-15,USER_0428,0
4686,270.28,BR,web,debito,21:28,2025-04-09,USER_0500,0
4687,600.24,BR,app,debito,19:31,2025-03-27,USER_0523,0
4688,469.35,BR,app,debito,19:42,2025-04-17,USER_1153,0
4689,195.71,BR,app,credito,07:36,2025-02-21,USER_0876,0
4690,400.05,BR,web,debito,14:17,2025-03-06,USER_0879,0
4691,545.27,BR,loja,debito,09:28,2025-05-12,USER_0696,0
4692,405.86,NG,loja,credito,21:01,2025-02-23,USER_1392,0
4693,656.48,BR,loja,debito,16:45,2025-03-12,USER_1718,0
4694,637.24,BR,loja,debito,20:12,2025-03-04,USER_0062,0
4695,354.0,BR,app,credito,10:33,2025-03-04,USER_1506,0
4696,896.59,BR,app,debito,19:56,2025-04-27,USER_0071,0
4697,517.05,NG,app,credito,20:46,2025-04-22,USER_1154,0
4698,680.77,BR,loja,credito,08:50,2025-04-03,USER_0743,0
4699,121.67,BR,web,debito,12:47,2025-02-23,USER_1081,0
4700,217.95,BR,loja,debito,08:58,2025-04-10,USER_1560,0
4701,800.23,BR,web,debito,11:10,2025-04-12,USER_0058,1
4702,533.39,BR,loja,credito,13:52,2025-05-01,USER_1605,0
4703,294.86,BR,app,debito,19:25,2025-04-04,USER_0292,0
4704,283.34,BR,app,debito,19:26,2025-04-19,USER_1994,0
4705,211.55,BR,loja,credito,19:16,2025-04-07,USER_1569,0
4706,412.7,BR,app,pre-pago,13:36,2025-03-12,USER_1197,0
4707,133.55,BR,app,credito,21:10,2025-04-25,USER_1195,0
4708,211.05,BR,app,debito,06:04,2025-03-02,USER_0232,0
4709,361.7,BR,loja,credito,07:39,2025-05-13,USER_0159,0
4710,484.94,BR,app,credito,21:32,2025-04-24,USER_0401,0
4711,226.49,NG,loja,credito,12:38,2025-04-16,USER_0146,0
4712,450.95,BR,app,debito,13:56,2025-04-08,USER_0883,0
4713,139.29,BR,app,debito,10:36,2025-04-10,USER_0346,0
4714,427.11,BR,loja,debito,21:17,2025-04-02,USER_1816,0
4715,247.48,BR,app,credito,09:55,2025-04-23,USER_1770,0
4716,671.79,BR,web,credito,21:17,2025-02-21,USER_0836,0
4717,129.62,BR,web,credito,06:38,2025-04-19,USER_0717,0
4718,503.47,NG,app,debito,17:15,2025-03-31,USER_0772,0
4719,891.75,BR,app,credito,11:26,2025-03-25,USER_0353,0
4720,321.66,BR,web,debito,06:03,2025-03-17,USER_1445,0
4721,375.49,BR,web,debito,07:18,2025-02-25,USER_0068,0
4722,704.99,BR,loja,debito,12:52,2025-02-17,USER_0440,0
4723,777.19,BR,app,credito,18:02,2025-04-26,USER_1987,0
4724,410.6,BR,app,debito,16:51,2025-05-03,USER_1283,0
4725,240.47,RU,loja,credito,21:51,2025-03-22,USER_0267,0
4726,261.71,BR,loja,debito,10:14,2025-02-22,USER_0494,0
4727,820.39,BR,loja,debito,14:18,2025-04-18,USER_1761,0
4728,542.23,NG,app,debito,15:21,2025-05-17,USER_1612,0
4729,346.53,BR,loja,credito,09:25,2025-05-01,USER_0817,0
4730,320.97,BR,loja,debito,09:55,2025-04-02,USER_1177,0
4731,463.06,BR,app,debito,11:30,2025-04-06,USER_1106,0
4732,207.96,BR,loja,credito,07:59,2025-02-17,USER_1329,0
4733,393.7,BR,app,debito,10:43,2025-03-13,USER_0093,0
4734,208.71,BR,app,debito,12:21,2025-03-29,USER_1626,0
4735,493.86,BR,loja,credito,09:53,2025-04-24,USER_0283,0
4736,338.33,BR,web,credito,19:23,2025-05-02,USER_0007,0
4737,706.25,BR,app,pre-pago,18:33,2025-05-14,USER_0854,1
4738,123.3,BR,app,credito,16:23,2025-04-23,USER_0631,0
4739,289.2,BR,web,credito,07:42,2025-05-12,USER_1780,0
4740,136.25,BR,app,debito,16:33,2025-05-14,USER_1245,0
4741,590.09,BR,app,debito,15:30,2025-05-11,USER_0787,0
4742,564.31,BR,web,debito,08:55,2025-04-09,USER_1776,0
4743,252.95,BR,loja,credito,16:04,2025-05-03,USER_1857,0
4744,651.9,BR,web,debito,09:52,2025-05-03,USER_1983,0
4745,654.99,FR,loja,debito,08:09,2025-03-29,USER_0905,0
4746,336.31,BR,app,credito,11:24,2025-05-06,USER_1977,0
4747,255.61,BR,loja,credito,13:13,2025-04-30,USER_0886,0
4748,372.58,BR,app,debito,07:45,2025-02-18,USER_1107,0
4749,271.09,BR,loja,credito,10:38,2025-03-08,USER_0228,0
4750,49.62,BR,loja,debito,11:56,2025-03-03,USER_1583,0
4751,517.48,BR,app,debito,19:38,2025-03-30,USER_1196,0
4752,329.63,BR,loja,debito,09:57,2025-05-11,USER_0848,0
4753,559.62,BR,loja,credito,10:28,2025-03-07,USER_1766,0
4754,258.52,BR,loja,credito,16:31,2025-02-28,USER_0026,0
4755,238.75,BR,loja,credito,15:38,2025-02-24,USER_1517,0
4756,930.5,BR,app,debito,12:20,2025-03-23,USER_0263,0
4757,118.31,BR,app,credito,09:30,2025-02-18,USER_1802,0
4758,16.65,BR,web,pre-pago,08:23,2025-02-17,USER_1770,0
4759,518.93,BR,loja,credito,11:51,2025-03-20,USER_0407,0
4760,678.79,BR,loja,credito,13:16,2025-04-25,USER_0746,0
4761,544.21,BR,app,credito,11:22,2025-03-13,USER_1218,0
4762,192.59,BR,app,debito,07:53,2025-04-13,USER_0666,0
4763,650.39,BR,app,credito,07:03,2025-04-10,USER_1345,0
4764,231.52,BR,loja,debito,13:58,2025-05-14,USER_1277,0
4765,377.85,BR,loja,debito,08:49,2025-05-11,USER_0808,0
4766,292.99,BR,app,credito,07:50,2025-05-14,USER_1521,0
4767,68.73,BR,loja,debito,14:31,2025-04-22,USER_0449,0
4768,170.84,BR,app,credito,07:06,2025-03-20,USER_0840,0
4769,193.51,FR,app,debito,19:40,2025-04-12,USER_1020,0
4770,90.06,BR,loja,debito,20:36,2025-05-11,USER_0028,0
4771,308.72,NG,app,credito,17:50,2025-03-26,USER_0409,0
4772,144.49,BR,loja,credito,12:24,2025-04-16,USER_0738,0
4773,340.24,BR,loja,credito,08:57,2025-03-16,USER_1712,0
4774,623.98,BR,app,credito,10:16,2025-03-12,USER_0769,0
4775,61.24,BR,app,credito,13:43,2025-02-25,USER_1777,0
4776,172.28,BR,app,credito,09:53,2025-03-31,USER_0617,0
4777,224.71,BR,loja,credito,11:10,2025-02-26,USER_0467,0
4778,920.06,BR,loja,debito,11:21,2025-05-06,USER_1570,1
4779,206.59,BR,loja,debito,06:39,2025-05-06,USER_1379,0
4780,225.96,BR,app,credito,09:28,2025-04-03,USER_0348,0
4781,336.19,BR,app,debito,08:20,2025-03-07,USER_1830,0
4782,240.65,BR,app,credito,17:32,2025-04-15,USER_1409,0
4783,49.87,BR,app,debito,09:00,2025-03-17,USER_0027,0
4784,111.35,BR,loja,credito,14:17,2025-03-24,USER_1556,0
4785,436.99,BR,app,credito,17:16,2025-03-20,USER_0474,0
4786,353.25,BR,app,credito,18:15,2025-03-20,USER_1720,0
4787,323.82,BR,web,credito,08:12,2025-04-13,USER_1446,0
4788,33.32,BR,app,debito,17:43,2025-03-09,USER_0361,0
4789,271.91,FR,app,debito,17:34,2025-03-25,USER_1954,0
4790,356.7,BR,loja,debito,10:27,2025-02-19,USER_0454,1
4791,202.68,BR,app,credito,12:09,2025-03-10,USER_1555,0
4792,617.93,BR,web,credito,20:05,2025-02-27,USER_1272,0
4793,609.4,BR,app,debito,14:39,2025-03-12,USER_0947,0
4794,288.37,BR,app,credito,16:03,2025-03-27,USER_1654,0
4795,131.63,BR,app,debito,15:32,2025-03-15,USER_1128,0
